No,Section,Page,Header,Emoji,English,Sinhala
9668,Characters,Symbols2,other-symbol,⇀ -name,rightwards harpoon barb upwards,E13.1-241
9669,Characters,Symbols2,other-symbol,⇀,barb | rightwards harpoon barb upwards,E13.1-241
9670,Characters,Symbols2,other-symbol,⇁ -name,rightwards harpoon barb downwards,E13.1-242
9671,Characters,Symbols2,other-symbol,⇁,barb | rightwards harpoon barb downwards,E13.1-242
9672,Characters,Symbols2,other-symbol,⇂ -name,downwards harpoon barb rightwards,E13.1-243
9673,Characters,Symbols2,other-symbol,⇂,barb | downwards harpoon barb rightwards,E13.1-243
9674,Characters,Symbols2,other-symbol,⇃ -name,downwards harpoon barb leftwards,E13.1-244
9675,Characters,Symbols2,other-symbol,⇃,barb | downwards harpoon barb leftwards,E13.1-244
9676,Characters,Symbols2,other-symbol,⇄ -name,rightwards arrow over leftwards arrow,E13.1-245
9677,Characters,Symbols2,other-symbol,⇄,rightwards arrow over leftwards arrow,E13.1-245
9678,Characters,Symbols2,other-symbol,⇇ -name,leftwards paired arrows,E13.1-246
9679,Characters,Symbols2,other-symbol,⇇,leftwards paired arrows,E13.1-246
9680,Characters,Symbols2,other-symbol,⇈ -name,upwards paired arrows,E13.1-247
9681,Characters,Symbols2,other-symbol,⇈,upwards paired arrows,E13.1-247
9682,Characters,Symbols2,other-symbol,⇉ -name,rightwards paired arrows,E13.1-248
9683,Characters,Symbols2,other-symbol,⇉,rightwards paired arrows,E13.1-248
9684,Characters,Symbols2,other-symbol,⇊ -name,downwards paired arrows,E13.1-249
9685,Characters,Symbols2,other-symbol,⇊,downwards paired arrows,E13.1-249
9686,Characters,Symbols2,other-symbol,⇋ -name,leftwards harpoon over rightwards harpoon,E13.1-250
9687,Characters,Symbols2,other-symbol,⇋,leftwards harpoon over rightwards harpoon,E13.1-250
9688,Characters,Symbols2,other-symbol,⇌ -name,rightwards harpoon over leftwards harpoon,E13.1-251
9689,Characters,Symbols2,other-symbol,⇌,rightwards harpoon over leftwards harpoon,E13.1-251
9690,Characters,Symbols2,other-symbol,⇐ -name,leftwards double arrow,E13.1-252
9691,Characters,Symbols2,other-symbol,⇐,leftwards double arrow,E13.1-252
9692,Characters,Symbols2,other-symbol,⇍ -name,leftwards double arrow stroke,E13.1-253
9693,Characters,Symbols2,other-symbol,⇍,leftwards double arrow stroke,E13.1-253
9694,Characters,Symbols2,other-symbol,⇑ -name,upwards double arrow,E13.1-254
9695,Characters,Symbols2,other-symbol,⇑,upwards double arrow,E13.1-254
9696,Characters,Symbols2,other-symbol,⇒ -name,rightwards double arrow,E13.1-255
9697,Characters,Symbols2,other-symbol,⇒,rightwards double arrow,E13.1-255
9698,Characters,Symbols2,other-symbol,⇏ -name,rightwards double arrow stroke,E13.1-256
9699,Characters,Symbols2,other-symbol,⇏,rightwards double arrow stroke,E13.1-256
9700,Characters,Symbols2,other-symbol,⇓ -name,downwards double arrow,E13.1-257
9701,Characters,Symbols2,other-symbol,⇓,downwards double arrow,E13.1-257
9702,Characters,Symbols2,other-symbol,⇔ -name,left right double arrow,E13.1-258
9703,Characters,Symbols2,other-symbol,⇔,left right double arrow,E13.1-258
9704,Characters,Symbols2,other-symbol,⇎ -name,left right double arrow stroke,E13.1-259
9705,Characters,Symbols2,other-symbol,⇎,left right double arrow stroke,E13.1-259
9706,Characters,Symbols2,other-symbol,⇖ -name,north west double arrow,E13.1-260
9707,Characters,Symbols2,other-symbol,⇖,north west double arrow,E13.1-260
9708,Characters,Symbols2,other-symbol,⇗ -name,north east double arrow,E13.1-261
9709,Characters,Symbols2,other-symbol,⇗,north east double arrow,E13.1-261
9710,Characters,Symbols2,other-symbol,⇘ -name,south east double arrow,E13.1-262
9711,Characters,Symbols2,other-symbol,⇘,south east double arrow,E13.1-262
9712,Characters,Symbols2,other-symbol,⇙ -name,south west double arrow,E13.1-263
9713,Characters,Symbols2,other-symbol,⇙,south west double arrow,E13.1-263
9714,Characters,Symbols2,other-symbol,⇚ -name,leftwards triple arrow,E13.1-264
9715,Characters,Symbols2,other-symbol,⇚,leftwards triple arrow,E13.1-264
9716,Characters,Symbols2,other-symbol,⇛ -name,rightwards triple arrow,E13.1-265
9717,Characters,Symbols2,other-symbol,⇛,rightwards triple arrow,E13.1-265
9718,Characters,Symbols2,other-symbol,⇜ -name,leftwards squiggle arrow,E13.1-266
9719,Characters,Symbols2,other-symbol,⇜,leftwards squiggle arrow,E13.1-266
9720,Characters,Symbols2,other-symbol,⇝ -name,rightwards squiggle arrow,E13.1-267
9721,Characters,Symbols2,other-symbol,⇝,rightwards squiggle arrow,E13.1-267
9722,Characters,Symbols2,other-symbol,⇞ -name,upwards arrow double stroke,E13.1-268
9723,Characters,Symbols2,other-symbol,⇞,upwards arrow double stroke,E13.1-268
9724,Characters,Symbols2,other-symbol,⇟ -name,downwards arrow double stroke,E13.1-269
9725,Characters,Symbols2,other-symbol,⇟,downwards arrow double stroke,E13.1-269
9726,Characters,Symbols2,other-symbol,⇠ -name,leftwards dashed arrow,E13.1-270
9727,Characters,Symbols2,other-symbol,⇠,leftwards dashed arrow,E13.1-270
9728,Characters,Symbols2,other-symbol,⇡ -name,upwards dashed arrow,E13.1-271
9729,Characters,Symbols2,other-symbol,⇡,upwards dashed arrow,E13.1-271
9730,Characters,Symbols2,other-symbol,⇢ -name,rightwards dashed arrow,E13.1-272
9731,Characters,Symbols2,other-symbol,⇢,rightwards dashed arrow,E13.1-272
9732,Characters,Symbols2,other-symbol,⇣ -name,downwards dashed arrow,E13.1-273
9733,Characters,Symbols2,other-symbol,⇣,downwards dashed arrow,E13.1-273
9734,Characters,Symbols2,other-symbol,⇤ -name,leftwards arrow bar,E13.1-274
9735,Characters,Symbols2,other-symbol,⇤,leftwards arrow bar,E13.1-274
9736,Characters,Symbols2,other-symbol,⇥ -name,rightwards arrow bar,E13.1-275
9737,Characters,Symbols2,other-symbol,⇥,rightwards arrow bar,E13.1-275
9738,Characters,Symbols2,other-symbol,⇦ -name,leftwards hollow arrow,E13.1-276
9739,Characters,Symbols2,other-symbol,⇦,leftwards hollow arrow,E13.1-276
9740,Characters,Symbols2,other-symbol,⇧ -name,upwards hollow arrow,E13.1-277
9741,Characters,Symbols2,other-symbol,⇧,upwards hollow arrow,E13.1-277
9742,Characters,Symbols2,other-symbol,⇨ -name,rightwards hollow arrow,E13.1-278
9743,Characters,Symbols2,other-symbol,⇨,rightwards hollow arrow,E13.1-278
9744,Characters,Symbols2,other-symbol,⇩ -name,downwards hollow arrow,E13.1-279
9745,Characters,Symbols2,other-symbol,⇩,downwards hollow arrow,E13.1-279
9746,Characters,Symbols2,other-symbol,⇪ -name,upwards hollow arrow from bar,E13.1-280
9747,Characters,Symbols2,other-symbol,⇪,upwards hollow arrow from bar,E13.1-280
9748,Characters,Symbols2,other-symbol,⇵ -name,downwards arrow leftwards upwards arrow,E13.1-281
9749,Characters,Symbols2,other-symbol,⇵,downwards arrow leftwards upwards arrow,E13.1-281
9750,Characters,Symbols2,other-symbol,∀ -name,for all,E13.1-282
9751,Characters,Symbols2,other-symbol,∀,all | any | for all | given | universal,E13.1-282
9752,Characters,Symbols2,other-symbol,∂ -name,partial differential,E13.1-283
9753,Characters,Symbols2,other-symbol,∂,differential | partial differential,E13.1-283
9754,Characters,Symbols2,other-symbol,∃ -name,there exists,E13.1-284
9755,Characters,Symbols2,other-symbol,∃,there exists,E13.1-284
9756,Characters,Symbols2,other-symbol,∅ -name,empty set,E13.1-285
9757,Characters,Symbols2,other-symbol,∅,empty set | mathematics | set operator,E13.1-285
9758,Characters,Symbols2,other-symbol,∉ -name,not an element,E13.1-286
9759,Characters,Symbols2,other-symbol,∉,element | not an element,E13.1-286
9760,Characters,Symbols2,other-symbol,∋ -name,contains as member,E13.1-287
9761,Characters,Symbols2,other-symbol,∋,contains as member | element,E13.1-287
9762,Characters,Symbols2,other-symbol,∎ -name,end proof,E13.1-288
9763,Characters,Symbols2,other-symbol,∎,end proof | halmos | q.e.d. | qed | tombstone,E13.1-288
9764,Characters,Symbols2,other-symbol,∏ -name,n-ary product,E13.1-289
9765,Characters,Symbols2,other-symbol,∏,logic | n-ary product | product,E13.1-289
9766,Characters,Symbols2,other-symbol,∑ -name,n-ary summation,E13.1-290
9767,Characters,Symbols2,other-symbol,∑,mathematics | n-ary summation | summation,E13.1-290
9768,Characters,Symbols2,other-symbol,≮ -name,not less-than,E13.1-291
9769,Characters,Symbols2,other-symbol,≮,inequality | mathematics | not less-than,E13.1-291
9770,Characters,Symbols2,other-symbol,≯ -name,not greater-than,E13.1-292
9771,Characters,Symbols2,other-symbol,≯,inequality | mathematics | not greater-than,E13.1-292
9772,Characters,Symbols2,other-symbol,∓ -name,minus-or-plus,E13.1-293
9773,Characters,Symbols2,other-symbol,∓,minus-or-plus | plus-minus,E13.1-293
9774,Characters,Symbols2,other-symbol,∕ -name,division slash,E13.1-294
9775,Characters,Symbols2,other-symbol,∕,division slash | slash | stroke | virgule,E13.1-294
9776,Characters,Symbols2,other-symbol,⁄ -name,fraction slash,E13.1-295
9777,Characters,Symbols2,other-symbol,⁄,fraction slash | stroke | virgule,E13.1-295
9778,Characters,Symbols2,other-symbol,∗ -name,asterisk operator,E13.1-296
9779,Characters,Symbols2,other-symbol,∗,asterisk operator | star,E13.1-296
9780,Characters,Symbols2,other-symbol,∘ -name,ring operator,E13.1-297
9781,Characters,Symbols2,other-symbol,∘,composition | operator | ring operator,E13.1-297
9782,Characters,Symbols2,other-symbol,∙ -name,bullet operator,E13.1-298
9783,Characters,Symbols2,other-symbol,∙,bullet operator | operator,E13.1-298
9784,Characters,Symbols2,other-symbol,∝ -name,proportional,E13.1-299
9785,Characters,Symbols2,other-symbol,∝,proportional | proportionality,E13.1-299
9786,Characters,Symbols2,other-symbol,∟ -name,right angle,E13.1-300
9787,Characters,Symbols2,other-symbol,∟,mathematics | right angle,E13.1-300
9788,Characters,Symbols2,other-symbol,∠ -name,angle,E13.1-301
9789,Characters,Symbols2,other-symbol,∠,acute | angle,E13.1-301
9790,Characters,Symbols2,other-symbol,∣ -name,divides,E13.1-302
9791,Characters,Symbols2,other-symbol,∣,divides | divisor,E13.1-302
9792,Characters,Symbols2,other-symbol,∥ -name,parallel,E13.1-303
9793,Characters,Symbols2,other-symbol,∥,parallel,E13.1-303
9794,Characters,Symbols2,other-symbol,∧ -name,logical and,E13.1-304
9795,Characters,Symbols2,other-symbol,∧,ac | atque | logical and | wedge,E13.1-304
9796,Characters,Symbols2,other-symbol,∫ -name,integral,E13.1-305
9797,Characters,Symbols2,other-symbol,∫,calculus | integral,E13.1-305
9798,Characters,Symbols2,other-symbol,∬ -name,double integral,E13.1-306
9799,Characters,Symbols2,other-symbol,∬,calculus | double integral,E13.1-306
9800,Characters,Symbols2,other-symbol,∮ -name,contour integral,E13.1-307
9801,Characters,Symbols2,other-symbol,∮,contour integral,E13.1-307
9802,Characters,Symbols2,other-symbol,∴ -name,therefore,E13.1-308
9803,Characters,Symbols2,other-symbol,∴,logic | therefore,E13.1-308
9804,Characters,Symbols2,other-symbol,∵ -name,because,E13.1-309
9805,Characters,Symbols2,other-symbol,∵,because | logic,E13.1-309
9806,Characters,Symbols2,other-symbol,∶ -name,ratio,E13.1-310
9807,Characters,Symbols2,other-symbol,∶,ratio,E13.1-310
9808,Characters,Symbols2,other-symbol,∷ -name,proportion,E13.1-311
9809,Characters,Symbols2,other-symbol,∷,proportion | proportionality,E13.1-311
9810,Characters,Symbols2,other-symbol,∼ -name,tilde operator,E13.1-312
9811,Characters,Symbols2,other-symbol,∼,operator | tilde operator,E13.1-312
9812,Characters,Symbols2,other-symbol,∽ -name,reversed tilde,E13.1-313
9813,Characters,Symbols2,other-symbol,∽,reversed tilde | tilde,E13.1-313
9814,Characters,Symbols2,other-symbol,∾ -name,inverted lazy s,E13.1-314
9815,Characters,Symbols2,other-symbol,∾,inverted lazy s,E13.1-314
9816,Characters,Symbols2,other-symbol,≃ -name,asymptotically equal,E13.1-315
9817,Characters,Symbols2,other-symbol,≃,asymptote | asymptotically equal | mathematics,E13.1-315
9818,Characters,Symbols2,other-symbol,≅ -name,approximately equal,E13.1-316
9819,Characters,Symbols2,other-symbol,≅,approximately equal | congruence | equality | isomorphism | mathematics,E13.1-316
9820,Characters,Symbols2,other-symbol,≌ -name,all equal,E13.1-317
9821,Characters,Symbols2,other-symbol,≌,all equal | equality | mathematics,E13.1-317
9822,Characters,Symbols2,other-symbol,≒ -name,approximately equal the image,E13.1-318
9823,Characters,Symbols2,other-symbol,≒,approximately equal the image,E13.1-318
9824,Characters,Symbols2,other-symbol,≖ -name,ring in equal,E13.1-319
9825,Characters,Symbols2,other-symbol,≖,equality | mathematics | ring in equal,E13.1-319
9826,Characters,Symbols2,other-symbol,≣ -name,strictly equivalent,E13.1-320
9827,Characters,Symbols2,other-symbol,≣,equality | mathematics | strictly equivalent,E13.1-320
9828,Characters,Symbols2,other-symbol,≦ -name,less-than over equal,E13.1-321
9829,Characters,Symbols2,other-symbol,≦,inequality | less-than over equal | mathematics,E13.1-321
9830,Characters,Symbols2,other-symbol,≧ -name,greater-than over equal,E13.1-322
9831,Characters,Symbols2,other-symbol,≧,greater-than over equal | inequality | mathematics,E13.1-322
9832,Characters,Symbols2,other-symbol,≪ -name,much less-than,E13.1-323
9833,Characters,Symbols2,other-symbol,≪,inequality | mathematics | much less-than,E13.1-323
9834,Characters,Symbols2,other-symbol,≫ -name,much greater-than,E13.1-324
9835,Characters,Symbols2,other-symbol,≫,inequality | mathematics | much greater-than,E13.1-324
9836,Characters,Symbols2,other-symbol,≬ -name,between,E13.1-325
9837,Characters,Symbols2,other-symbol,≬,between,E13.1-325
9838,Characters,Symbols2,other-symbol,≳ -name,greater-than equivalent,E13.1-326
9839,Characters,Symbols2,other-symbol,≳,greater-than equivalent | inequality | mathematics,E13.1-326
9840,Characters,Symbols2,other-symbol,≺ -name,precedes,E13.1-327
9841,Characters,Symbols2,other-symbol,≺,mathematics | precedes | set operator,E13.1-327
9842,Characters,Symbols2,other-symbol,≻ -name,succeeds,E13.1-328
9843,Characters,Symbols2,other-symbol,≻,mathematics | set operator | succeeds,E13.1-328
9844,Characters,Symbols2,other-symbol,⊁ -name,does not succeed,E13.1-329
9845,Characters,Symbols2,other-symbol,⊁,does not succeed | mathematics | set operator,E13.1-329
9846,Characters,Symbols2,other-symbol,⊃ -name,superset,E13.1-330
9847,Characters,Symbols2,other-symbol,⊃,mathematics | set operator | superset,E13.1-330
9848,Characters,Symbols2,other-symbol,⊆ -name,subset equal,E13.1-331
9849,Characters,Symbols2,other-symbol,⊆,subset equal,E13.1-331
9850,Characters,Symbols2,other-symbol,⊇ -name,superset equal,E13.1-332
9851,Characters,Symbols2,other-symbol,⊇,equality | mathematics | superset equal,E13.1-332
9852,Characters,Symbols2,other-symbol,⊕ -name,circled plus,E13.1-333
9853,Characters,Symbols2,other-symbol,⊕,circled plus | plus,E13.1-333
9854,Characters,Symbols2,other-symbol,⊖ -name,circled minus,E13.1-334
9855,Characters,Symbols2,other-symbol,⊖,circled minus | erosion | symmetric difference,E13.1-334
9856,Characters,Symbols2,other-symbol,⊗ -name,circled times,E13.1-335
9857,Characters,Symbols2,other-symbol,⊗,circled times | product | tensor,E13.1-335
9858,Characters,Symbols2,other-symbol,⊘ -name,circled division slash,E13.1-336
9859,Characters,Symbols2,other-symbol,⊘,circled division slash | division-like | mathematics,E13.1-336
9860,Characters,Symbols2,other-symbol,⊙ -name,circled dot operator,E13.1-337
9861,Characters,Symbols2,other-symbol,⊙,circled dot operator | operator | XNOR,E13.1-337
9862,Characters,Symbols2,other-symbol,⊚ -name,circled ring operator,E13.1-338
9863,Characters,Symbols2,other-symbol,⊚,circled ring operator,E13.1-338
9864,Characters,Symbols2,other-symbol,⊛ -name,circled asterisk operator,E13.1-339
9865,Characters,Symbols2,other-symbol,⊛,asterisk | circled asterisk operator | operator,E13.1-339
9866,Characters,Symbols2,other-symbol,⊞ -name,squared plus,E13.1-340
9867,Characters,Symbols2,other-symbol,⊞,addition-like | mathematics | squared plus,E13.1-340
9868,Characters,Symbols2,other-symbol,⊟ -name,squared minus,E13.1-341
9869,Characters,Symbols2,other-symbol,⊟,mathematics | squared minus | subtraction-like,E13.1-341
9870,Characters,Symbols2,other-symbol,⊥ -name,up tack,E13.1-342
9871,Characters,Symbols2,other-symbol,⊥,eet | falsum | tack | up tack,E13.1-342
9872,Characters,Symbols2,other-symbol,⊮ -name,does not force,E13.1-343
9873,Characters,Symbols2,other-symbol,⊮,does not force,E13.1-343
9874,Characters,Symbols2,other-symbol,⊰ -name,precedes under relation,E13.1-344
9875,Characters,Symbols2,other-symbol,⊰,mathematics | precedes under relation | set operator,E13.1-344
9876,Characters,Symbols2,other-symbol,⊱ -name,succeeds under relation,E13.1-345
9877,Characters,Symbols2,other-symbol,⊱,mathematics | set operator | succeeds under relation,E13.1-345
9878,Characters,Symbols2,other-symbol,⋭ -name,does not contain as normal subgroup equal,E13.1-346
9879,Characters,Symbols2,other-symbol,⋭,does not contain as normal subgroup equal | group theory | mathematics,E13.1-346
9880,Characters,Symbols2,other-symbol,⊶ -name,original,E13.1-347
9881,Characters,Symbols2,other-symbol,⊶,original,E13.1-347
9882,Characters,Symbols2,other-symbol,⊹ -name,hermitian conjugate matrix,E13.1-348
9883,Characters,Symbols2,other-symbol,⊹,hermitian conjugate matrix | mathematics | self-adjoint matrix | square matrix,E13.1-348
9884,Characters,Symbols2,other-symbol,⊿ -name,right triangle,E13.1-349
9885,Characters,Symbols2,other-symbol,⊿,mathematics | right triangle | right-angled triangle,E13.1-349
9886,Characters,Symbols2,other-symbol,⋁ -name,n-ary logical or,E13.1-350
9887,Characters,Symbols2,other-symbol,⋁,disjunction | logic | n-ary logical or,E13.1-350
9888,Characters,Symbols2,other-symbol,⋂ -name,n-ary intersection,E13.1-351
9889,Characters,Symbols2,other-symbol,⋂,intersection | mathematics | n-ary intersection | set operator,E13.1-351
9890,Characters,Symbols2,other-symbol,⋃ -name,n-ary union,E13.1-352
9891,Characters,Symbols2,other-symbol,⋃,mathematics | n-ary union | set operator | union,E13.1-352
9892,Characters,Symbols2,other-symbol,⋅ -name,dot operator,E13.1-353
9893,Characters,Symbols2,other-symbol,⋅,dot operator | operator,E13.1-353
9894,Characters,Symbols2,other-symbol,⋆ -name,star operator,E13.1-354
9895,Characters,Symbols2,other-symbol,⋆,operator | star operator,E13.1-354
9896,Characters,Symbols2,other-symbol,⋈ -name,natural join,E13.1-355
9897,Characters,Symbols2,other-symbol,⋈,binary operator | bowtie | natural join,E13.1-355
9898,Characters,Symbols2,other-symbol,⋒ -name,double intersection,E13.1-356
9899,Characters,Symbols2,other-symbol,⋒,double intersection | intersection | mathematics | set operator,E13.1-356
9900,Characters,Symbols2,other-symbol,⋘ -name,very much less-than,E13.1-357
9901,Characters,Symbols2,other-symbol,⋘,inequality | mathematics | very much less-than,E13.1-357
9902,Characters,Symbols2,other-symbol,⋙ -name,very much greater-than,E13.1-358
9903,Characters,Symbols2,other-symbol,⋙,inequality | mathematics | very much greater-than,E13.1-358
9904,Characters,Symbols2,other-symbol,⋮ -name,vertical ellipsis,E13.1-359
9905,Characters,Symbols2,other-symbol,⋮,ellipsis | mathematics | vertical ellipsis,E13.1-359
9906,Characters,Symbols2,other-symbol,⋯ -name,midline horizontal ellipsis,E13.1-360
9907,Characters,Symbols2,other-symbol,⋯,ellipsis | midline horizontal ellipsis,E13.1-360
9908,Characters,Symbols2,other-symbol,⋰ -name,up right diagonal ellipsis,E13.1-361
9909,Characters,Symbols2,other-symbol,⋰,ellipsis | mathematics | up right diagonal ellipsis,E13.1-361
9910,Characters,Symbols2,other-symbol,⋱ -name,down right diagonal ellipsis,E13.1-362
9911,Characters,Symbols2,other-symbol,⋱,down right diagonal ellipsis | ellipsis | mathematics,E13.1-362
9912,Characters,Symbols2,other-symbol,■ -name,filled square,E13.1-363
9913,Characters,Symbols2,other-symbol,■,filled square,E13.1-363
9914,Characters,Symbols2,other-symbol,□ -name,hollow square,E13.1-364
9915,Characters,Symbols2,other-symbol,□,hollow square,E13.1-364
9916,Characters,Symbols2,other-symbol,▢ -name,hollow square with rounded corners,E13.1-365
9917,Characters,Symbols2,other-symbol,▢,hollow square with rounded corners,E13.1-365
9918,Characters,Symbols2,other-symbol,▣ -name,hollow square containing filled square,E13.1-366
9919,Characters,Symbols2,other-symbol,▣,hollow square containing filled square,E13.1-366
9920,Characters,Symbols2,other-symbol,▤ -name,square with horizontal fill,E13.1-367
9921,Characters,Symbols2,other-symbol,▤,square with horizontal fill,E13.1-367
9922,Characters,Symbols2,other-symbol,▥ -name,square with vertical fill,E13.1-368
9923,Characters,Symbols2,other-symbol,▥,square with vertical fill,E13.1-368
9924,Characters,Symbols2,other-symbol,▦ -name,square orthogonal crosshatch fill,E13.1-369
9925,Characters,Symbols2,other-symbol,▦,square orthogonal crosshatch fill,E13.1-369
9926,Characters,Symbols2,other-symbol,▧ -name,square upper left lower right fill,E13.1-370
9927,Characters,Symbols2,other-symbol,▧,square upper left lower right fill,E13.1-370
9928,Characters,Symbols2,other-symbol,▨ -name,square upper right lower left fill,E13.1-371
9929,Characters,Symbols2,other-symbol,▨,square upper right lower left fill,E13.1-371
9930,Characters,Symbols2,other-symbol,▩ -name,square diagonal crosshatch fill,E13.1-372
9931,Characters,Symbols2,other-symbol,▩,square diagonal crosshatch fill,E13.1-372
9932,Characters,Symbols2,other-symbol,▬ -name,filled rectangle,E13.1-373
9933,Characters,Symbols2,other-symbol,▬,filled rectangle,E13.1-373
9934,Characters,Symbols2,other-symbol,▭ -name,hollow rectangle,E13.1-374
9935,Characters,Symbols2,other-symbol,▭,hollow rectangle,E13.1-374
9936,Characters,Symbols2,other-symbol,▮ -name,filled vertical rectangle,E13.1-375
9937,Characters,Symbols2,other-symbol,▮,filled vertical rectangle,E13.1-375
9938,Characters,Symbols2,other-symbol,▰ -name,filled parallelogram,E13.1-376
9939,Characters,Symbols2,other-symbol,▰,filled parallelogram,E13.1-376
9940,Characters,Symbols2,other-symbol,△ -name,hollow up-pointing triangle,E13.1-377
9941,Characters,Symbols2,other-symbol,△,hollow up-pointing triangle,E13.1-377
9942,Characters,Symbols2,other-symbol,▴ -name,filled up-pointing small triangle,E13.1-378
9943,Characters,Symbols2,other-symbol,▴,filled up-pointing small triangle,E13.1-378
9944,Characters,Symbols2,other-symbol,▵ -name,hollow up-pointing small triangle,E13.1-379
9945,Characters,Symbols2,other-symbol,▵,hollow up-pointing small triangle,E13.1-379
9946,Characters,Symbols2,other-symbol,▷ -name,hollow right-pointing triangle,E13.1-380
9947,Characters,Symbols2,other-symbol,▷,hollow right-pointing triangle,E13.1-380
9948,Characters,Symbols2,other-symbol,▸ -name,filled right-pointing small triangle,E13.1-381
9949,Characters,Symbols2,other-symbol,▸,filled right-pointing small triangle,E13.1-381
9950,Characters,Symbols2,other-symbol,▹ -name,hollow right-pointing small triangle,E13.1-382
9951,Characters,Symbols2,other-symbol,▹,hollow right-pointing small triangle,E13.1-382
9952,Characters,Symbols2,other-symbol,► -name,filled right-pointing pointer,E13.1-383
9953,Characters,Symbols2,other-symbol,►,filled right-pointing pointer,E13.1-383
9954,Characters,Symbols2,other-symbol,▻ -name,hollow right-pointing pointer,E13.1-384
9955,Characters,Symbols2,other-symbol,▻,hollow right-pointing pointer,E13.1-384
9956,Characters,Symbols2,other-symbol,▽ -name,hollow down-pointing triangle,E13.1-385
9957,Characters,Symbols2,other-symbol,▽,hollow down-pointing triangle,E13.1-385
9958,Characters,Symbols2,other-symbol,▾ -name,filled down-pointing small triangle,E13.1-386
9959,Characters,Symbols2,other-symbol,▾,filled down-pointing small triangle,E13.1-386
9960,Characters,Symbols2,other-symbol,▿ -name,hollow down-pointing small triangle,E13.1-387
9961,Characters,Symbols2,other-symbol,▿,hollow down-pointing small triangle,E13.1-387
9962,Characters,Symbols2,other-symbol,◁ -name,hollow left-pointing triangle,E13.1-388
9963,Characters,Symbols2,other-symbol,◁,hollow left-pointing triangle,E13.1-388
9964,Characters,Symbols2,other-symbol,◂ -name,filled left-pointing small triangle,E13.1-389
9965,Characters,Symbols2,other-symbol,◂,filled left-pointing small triangle,E13.1-389
9966,Characters,Symbols2,other-symbol,◃ -name,hollow left-pointing small triangle,E13.1-390
9967,Characters,Symbols2,other-symbol,◃,hollow left-pointing small triangle,E13.1-390
9968,Characters,Symbols2,other-symbol,◄ -name,filled left-pointing pointer,E13.1-391
9969,Characters,Symbols2,other-symbol,◄,filled left-pointing pointer,E13.1-391
9970,Characters,Symbols2,other-symbol,◅ -name,hollow left-pointing pointer,E13.1-392
9971,Characters,Symbols2,other-symbol,◅,hollow left-pointing pointer,E13.1-392
9972,Characters,Symbols2,other-symbol,◆ -name,filled diamond,E13.1-393
9973,Characters,Symbols2,other-symbol,◆,filled diamond,E13.1-393
9974,Characters,Symbols2,other-symbol,◇ -name,hollow diamond,E13.1-394
9975,Characters,Symbols2,other-symbol,◇,hollow diamond,E13.1-394
9976,Characters,Symbols2,other-symbol,◈ -name,hollow diamond containing filled diamond,E13.1-395
9977,Characters,Symbols2,other-symbol,◈,hollow diamond containing filled diamond,E13.1-395
9978,Characters,Symbols2,other-symbol,◉ -name,hollow circle containing filled circle,E13.1-396
9979,Characters,Symbols2,other-symbol,◉,circled dot | concentric cicles filled | fisheye | hollow circle containing filled circle | ward,E13.1-396
9980,Characters,Symbols2,other-symbol,◌ -name,dotted circle,E13.1-397
9981,Characters,Symbols2,other-symbol,◌,dotted circle,E13.1-397
9982,Characters,Symbols2,other-symbol,◍ -name,circle with vertical fill,E13.1-398
9983,Characters,Symbols2,other-symbol,◍,circle with vertical fill,E13.1-398
9984,Characters,Symbols2,other-symbol,◎ -name,concentric circles,E13.1-399
9985,Characters,Symbols2,other-symbol,◎,concentric circles | double circle | target,E13.1-399
9986,Characters,Symbols2,other-symbol,◐ -name,circle left half filled,E13.1-400
9987,Characters,Symbols2,other-symbol,◐,circle left half filled,E13.1-400
9988,Characters,Symbols2,other-symbol,◑ -name,circle right half filled,E13.1-401
9989,Characters,Symbols2,other-symbol,◑,circle right half filled,E13.1-401
9990,Characters,Symbols2,other-symbol,◒ -name,circle lower half filled,E13.1-402
9991,Characters,Symbols2,other-symbol,◒,circle lower half filled,E13.1-402
9992,Characters,Symbols2,other-symbol,◓ -name,circle upper half filled,E13.1-403
9993,Characters,Symbols2,other-symbol,◓,circle upper half filled,E13.1-403
9994,Characters,Symbols2,other-symbol,◔ -name,circle upper right quadrant filled,E13.1-404
9995,Characters,Symbols2,other-symbol,◔,circle upper right quadrant filled,E13.1-404
9996,Characters,Symbols2,other-symbol,◕ -name,circle all but upper left quadrant filled,E13.1-405
9997,Characters,Symbols2,other-symbol,◕,circle all but upper left quadrant filled,E13.1-405
9998,Characters,Symbols2,other-symbol,◖ -name,left half filled circle,E13.1-406
9999,Characters,Symbols2,other-symbol,◖,left half filled circle,E13.1-406
10000,Characters,Symbols2,other-symbol,◗ -name,right half filled circle,E13.1-407
10001,Characters,Symbols2,other-symbol,◗,right half filled circle,E13.1-407
10002,Characters,Symbols2,other-symbol,◘ -name,inverse bullet,E13.1-408
10003,Characters,Symbols2,other-symbol,◘,inverse bullet,E13.1-408
10004,Characters,Symbols2,other-symbol,◙ -name,filled square containing hollow circle,E13.1-409
10005,Characters,Symbols2,other-symbol,◙,filled square containing hollow circle | inverse hollow circle,E13.1-409
10006,Characters,Symbols2,other-symbol,◜ -name,upper left quadrant circular arc,E13.1-410
10007,Characters,Symbols2,other-symbol,◜,upper left quadrant circular arc,E13.1-410
10008,Characters,Symbols2,other-symbol,◝ -name,upper right quadrant circular arc,E13.1-411
